,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
324,325,2004-05-04,Piso,Venta,Girona,60,332400,2004-08-30,Joaquín
325,326,2004-05-04,Industrial,Alquiler,Barcelona,179,1227224,2004-10-08,Luisa
326,327,2004-05-04,Suelo,Venta,Tarragona,180,1022040,2005-03-28,Jesús
327,328,2004-05-04,Suelo,Venta,Barcelona,273,1369368,2005-04-17,Jesús
328,329,2004-05-04,Industrial,Venta,Lleida,285,1922325,2004-11-11,María
329,330,2004-05-05,Parking,Alquiler,Girona,125,1189250,2004-10-26,Pedro
330,331,2004-05-05,Parking,Alquiler,Barcelona,205,990355,2004-12-08,Luisa
331,332,2004-05-06,Local,Alquiler,Girona,138,877680,2005-03-31,Luisa
332,333,2004-05-06,Piso,Venta,Barcelona,110,803000,2004-08-25,Jesús
333,334,2004-05-07,Industrial,Alquiler,Tarragona,242,2110966,2005-01-22,Pedro
334,335,2004-05-07,Piso,Venta,Lleida,148,634920,2005-04-27,Joaquín
335,336,2004-05-07,Local,Alquiler,Tarragona,227,1394461,2005-01-28,María
336,337,2004-05-08,Oficina,Venta,Girona,102,413610,2004-09-15,Pedro
337,338,2004-05-08,Oficina,Alquiler,Barcelona,41,361661,2005-01-28,Carmen
338,339,2004-05-09,Suelo,Alquiler,Girona,75,683175,2004-09-04,Joaquín
339,340,2004-05-10,Suelo,Venta,Lleida,99,783783,2004-12-01,Jesús
340,341,2004-05-10,Casa,Venta,Tarragona,229,1990697,2004-11-02,Pedro
341,342,2004-05-10,Local,Alquiler,Lleida,259,1992228,2004-12-21,Pedro
342,343,2004-05-10,Parking,Venta,Barcelona,175,1178100,2004-11-12,Luisa
343,344,2004-05-10,Casa,Venta,Barcelona,146,1083466,2004-09-19,Jesús
344,345,2004-05-11,Industrial,Alquiler,Tarragona,131,1263495,2005-01-01,Jesús
345,346,2004-05-11,Local,Venta,Tarragona,202,1320676,2004-12-23,Pedro
346,347,2004-05-11,Industrial,Venta,Barcelona,173,851852,2004-09-18,Carmen
347,348,2004-05-11,Oficina,Alquiler,Girona,187,1560889,2005-03-26,Joaquín
348,349,2004-05-12,Parking,Venta,Tarragona,234,1398852,2004-11-01,María
349,350,2004-05-13,Oficina,Venta,Girona,103,680830,2004-09-21,María
350,351,2004-05-13,Piso,Alquiler,Girona,75,418725,2005-04-24,Pedro
351,352,2004-05-14,Casa,Venta,Tarragona,241,2060550,2004-10-10,Luisa
352,353,2004-05-14,Piso,Alquiler,Tarragona,257,1980185,2004-08-14,Carmen
353,354,2004-05-14,Piso,Venta,Girona,122,885476,2005-03-30,Carmen
354,355,2004-05-14,Oficina,Alquiler,Tarragona,209,1181686,2004-10-15,Carmen
355,356,2004-05-14,Parking,Alquiler,Lleida,154,830830,2005-02-03,Luisa
356,357,2004-05-15,Suelo,Venta,Girona,196,1707944,2004-08-19,Pedro
357,358,2004-05-15,Piso,Venta,Barcelona,131,1180048,2004-11-04,Joaquín
358,359,2004-05-15,Parking,Venta,Lleida,130,1176630,2005-03-18,Jesús
359,360,2004-05-16,Local,Venta,Barcelona,156,896220,2005-03-19,Luisa
360,361,2004-05-17,Local,Venta,Lleida,291,1505925,2005-03-10,Luisa
361,362,2004-05-18,Casa,Venta,Lleida,141,732495,2004-12-02,Luisa
362,363,2004-05-18,Suelo,Alquiler,Girona,68,378624,2005-03-30,Carmen
363,364,2004-05-18,Local,Venta,Lleida,267,1257036,2004-12-26,Luisa
364,365,2004-05-18,Local,Alquiler,Tarragona,137,673355,2004-10-16,María
365,366,2004-05-18,Oficina,Venta,Lleida,137,961192,2005-05-10,Jesús
366,367,2004-05-18,Industrial,Alquiler,Lleida,76,501220,2005-03-24,Jesús
367,368,2004-05-18,Casa,Venta,Girona,80,354320,2004-10-18,Carmen
368,369,2004-05-19,Casa,Alquiler,Barcelona,149,1238339,2004-12-27,Luisa
369,370,2004-05-19,Suelo,Alquiler,Tarragona,285,1377975,2004-09-14,Jesús
370,371,2004-05-20,Oficina,Venta,Barcelona,230,1109980,2004-12-08,Luisa
371,372,2004-05-20,Parking,Alquiler,Lleida,163,1317529,2005-05-03,Luisa
372,373,2004-05-21,Suelo,Alquiler,Barcelona,131,822811,2005-05-21,Pedro
373,374,2004-05-21,Piso,Alquiler,Tarragona,167,895287,2004-11-13,Jesús
374,375,2004-05-22,Local,Venta,Tarragona,230,1398630,2005-04-10,María
375,376,2004-05-23,Industrial,Alquiler,Lleida,247,1210053,2004-09-04,Jesús
376,377,2004-05-24,Oficina,Alquiler,Barcelona,105,525210,2005-04-16,Pedro
377,378,2004-05-24,Suelo,Alquiler,Girona,280,1680000,2004-09-17,María
378,379,2004-05-24,Piso,Venta,Girona,108,812808,2004-10-13,Jesús
379,380,2004-05-25,Local,Venta,Lleida,269,2586704,2005-03-27,Carmen
380,381,2004-05-25,Casa,Venta,Girona,123,775884,2004-10-21,Joaquín
381,382,2004-05-26,Suelo,Alquiler,Lleida,264,2582184,2005-04-24,Luisa
382,383,2004-05-26,Industrial,Alquiler,Lleida,298,1331166,2004-12-28,Joaquín
383,384,2004-05-26,Parking,Venta,Barcelona,200,1823400,2004-10-20,Joaquín
384,385,2004-05-26,Parking,Venta,Barcelona,197,1746405,2005-03-20,Luisa
385,386,2004-05-26,Parking,Alquiler,Girona,184,830760,2004-09-13,Pedro
386,387,2004-05-27,Oficina,Venta,Barcelona,119,486472,2004-09-04,Joaquín
387,388,2004-05-28,Parking,Alquiler,Girona,137,835152,2005-02-13,Jesús
388,389,2004-05-29,Oficina,Alquiler,Tarragona,196,882784,2005-02-02,Luisa
389,390,2004-05-30,Parking,Alquiler,Tarragona,65,389350,2004-12-10,Luisa
390,391,2004-05-30,Suelo,Venta,Girona,300,1483500,2005-03-29,Carmen
391,392,2004-05-30,Piso,Alquiler,Barcelona,202,1560450,2005-02-06,Jesús
392,393,2004-05-31,Piso,Venta,Girona,225,1164375,2005-03-04,Pedro
393,394,2004-05-31,Local,Alquiler,Barcelona,203,946792,2005-04-17,María
394,395,2004-05-31,Casa,Alquiler,Girona,192,1159296,2005-05-23,Carmen
395,396,2004-05-31,Parking,Alquiler,Lleida,296,1602544,2004-09-07,Jesús
396,397,2004-06-01,Parking,Venta,Barcelona,177,933321,2005-05-10,Joaquín
397,398,2004-06-01,Industrial,Venta,Girona,72,427824,2004-11-08,Luisa
398,399,2004-06-01,Industrial,Venta,Tarragona,65,483860,2005-01-24,Pedro
399,400,2004-06-01,Parking,Venta,Tarragona,208,1225120,2005-01-22,Carmen
400,401,2004-06-02,Piso,Alquiler,Barcelona,271,2682900,2005-06-02,Pedro
401,402,2004-06-02,Industrial,Alquiler,Lleida,278,2188138,2005-01-21,María
402,403,2004-06-02,Piso,Venta,Girona,90,770040,2005-04-26,Jesús
403,404,2004-06-03,Casa,Alquiler,Lleida,72,702576,2005-03-22,Carmen
404,405,2004-06-03,Local,Venta,Tarragona,224,1804992,2005-01-20,Jesús
405,406,2004-06-03,Oficina,Venta,Barcelona,207,1883700,2005-02-23,Carmen
406,407,2004-06-03,Industrial,Venta,Barcelona,162,1383480,2004-12-16,María
407,408,2004-06-04,Industrial,Alquiler,Barcelona,74,729788,2005-01-22,Pedro
408,409,2004-06-04,Parking,Venta,Girona,293,1750089,2005-04-05,Luisa
409,410,2004-06-04,Piso,Alquiler,Lleida,46,435252,2004-10-30,Luisa
410,411,2004-06-05,Local,Venta,Girona,90,742770,2004-11-27,Luisa
411,412,2004-06-05,Local,Venta,Girona,148,1268952,2004-10-14,María
412,413,2004-06-05,Piso,Alquiler,Tarragona,189,1527498,2005-05-14,Luisa
413,414,2004-06-06,Suelo,Venta,Lleida,56,425432,2004-09-23,Luisa
414,415,2004-06-06,Parking,Venta,Barcelona,46,386584,2004-12-17,Carmen
415,416,2004-06-07,Oficina,Alquiler,Lleida,201,1287807,2004-09-11,Carmen
416,417,2004-06-07,Suelo,Venta,Barcelona,254,1381506,2005-04-14,Luisa
417,418,2004-06-07,Industrial,Alquiler,Girona,287,2452989,2005-01-26,Joaquín
418,419,2004-06-07,Parking,Venta,Girona,174,952302,2004-12-06,Luisa
419,420,2004-06-08,Piso,Alquiler,Lleida,114,1019160,2005-05-29,Carmen
420,421,2004-06-09,Suelo,Venta,Barcelona,135,1209735,2005-05-05,Pedro
421,422,2004-06-09,Piso,Alquiler,Barcelona,126,637308,2004-11-09,Jesús
422,423,2004-06-09,Local,Alquiler,Barcelona,260,1090180,2004-12-16,Luisa
423,424,2004-06-09,Parking,Venta,Barcelona,261,1945755,2004-11-06,Jesús
424,425,2004-06-09,Casa,Venta,Girona,173,1117753,2004-12-11,María
425,426,2004-06-09,Oficina,Alquiler,Lleida,207,1042659,2004-10-12,Jesús
426,427,2004-06-10,Piso,Venta,Barcelona,81,583362,2005-05-04,Carmen
427,428,2004-06-10,Piso,Alquiler,Lleida,52,338364,2005-01-04,Carmen
428,429,2004-06-11,Parking,Alquiler,Tarragona,271,2190493,2004-11-02,Jesús
429,430,2004-06-11,Oficina,Venta,Tarragona,249,1388175,2004-10-29,Luisa
430,431,2004-06-11,Suelo,Alquiler,Tarragona,153,1116441,2004-12-19,Jesús
431,432,2004-06-12,Oficina,Alquiler,Lleida,205,1980300,2005-01-01,Joaquín
432,433,2004-06-13,Suelo,Venta,Tarragona,144,852480,2005-06-04,Carmen
433,434,2004-06-13,Local,Alquiler,Tarragona,246,1898628,2004-12-15,Joaquín
434,435,2004-06-13,Industrial,Alquiler,Girona,233,1541528,2005-02-03,Jesús
435,436,2004-06-13,Suelo,Venta,Tarragona,105,783195,2004-11-20,Carmen
436,437,2004-06-14,Parking,Venta,Girona,107,909821,2005-05-03,Luisa
437,438,2004-06-14,Oficina,Venta,Barcelona,158,1543344,2004-12-26,Luisa
438,439,2004-06-15,Oficina,Alquiler,Girona,298,2524358,2004-10-23,Luisa
439,440,2004-06-15,Parking,Venta,Barcelona,115,1077665,2004-09-19,Jesús
440,441,2004-06-16,Parking,Venta,Barcelona,102,790602,2004-11-09,Carmen
441,442,2004-06-16,Parking,Venta,Tarragona,211,872063,2005-02-26,Pedro
442,443,2004-06-17,Piso,Alquiler,Girona,245,1001070,2004-10-14,Jesús
443,444,2004-06-17,Parking,Venta,Barcelona,102,1005312,2005-06-09,Luisa
444,445,2004-06-17,Local,Alquiler,Girona,44,189156,2004-11-25,Jesús
445,446,2004-06-17,Casa,Alquiler,Tarragona,57,419178,2005-03-18,Jesús
446,447,2004-06-17,Parking,Alquiler,Lleida,263,1779458,2005-01-24,Pedro
447,448,2004-06-17,Local,Alquiler,Girona,234,1159470,2004-10-02,Pedro
448,449,2004-06-17,Local,Venta,Girona,118,788948,2005-04-08,Pedro
449,450,2004-06-18,Industrial,Alquiler,Lleida,248,1674744,2005-05-01,Luisa
450,451,2004-06-18,Oficina,Venta,Barcelona,54,406998,2005-04-25,Joaquín
451,452,2004-06-19,Suelo,Venta,Lleida,215,2097970,2004-11-13,Pedro
452,453,2004-06-19,Suelo,Venta,Girona,185,1616900,2005-04-08,Jesús
453,454,2004-06-19,Oficina,Alquiler,Barcelona,72,458568,2004-10-06,Luisa
454,455,2004-06-20,Parking,Alquiler,Barcelona,244,2439512,2005-01-02,Carmen
455,456,2004-06-20,Piso,Venta,Lleida,195,1797120,2004-12-31,María
456,457,2004-06-20,Suelo,Alquiler,Lleida,104,511680,2005-06-05,Luisa
457,458,2004-06-20,Piso,Alquiler,Barcelona,71,587880,2004-10-03,Jesús
458,459,2004-06-21,Oficina,Venta,Girona,107,590426,2004-11-03,María
459,460,2004-06-22,Oficina,Alquiler,Barcelona,77,322322,2005-03-12,Joaquín
460,461,2004-06-22,Casa,Venta,Girona,90,412740,2004-09-26,María
461,462,2004-06-22,Oficina,Alquiler,Lleida,204,924732,2005-04-28,María
462,463,2004-06-23,Casa,Venta,Girona,214,1962380,2005-06-01,Pedro
463,464,2004-06-24,Casa,Alquiler,Girona,143,836836,2005-06-15,Luisa
464,465,2004-06-24,Industrial,Alquiler,Lleida,268,2628812,2005-03-15,Pedro
465,466,2004-06-24,Local,Alquiler,Tarragona,44,242704,2004-10-03,Joaquín
466,467,2004-06-24,Local,Venta,Girona,126,520758,2005-06-16,Pedro
467,468,2004-06-24,Local,Venta,Tarragona,215,870105,2005-04-02,Jesús
468,469,2004-06-24,Casa,Alquiler,Barcelona,65,546780,2004-12-13,Pedro
469,470,2004-06-25,Parking,Venta,Tarragona,191,875544,2004-11-01,Jesús
470,471,2004-06-25,Casa,Venta,Lleida,155,801350,2005-01-14,Pedro
471,472,2004-06-25,Suelo,Venta,Tarragona,297,1820016,2005-01-08,María
472,473,2004-06-25,Parking,Alquiler,Lleida,105,872760,2005-03-26,Carmen
473,474,2004-06-25,Suelo,Venta,Girona,199,1622646,2005-06-23,Jesús
474,475,2004-06-25,Suelo,Alquiler,Tarragona,136,568480,2004-12-03,Pedro
475,476,2004-06-26,Oficina,Alquiler,Lleida,88,851488,2005-05-25,Carmen
476,477,2004-06-28,Suelo,Alquiler,Lleida,86,855442,2004-10-20,Jesús
477,478,2004-06-28,Suelo,Alquiler,Lleida,189,913248,2005-05-13,Luisa
478,479,2004-06-28,Oficina,Venta,Girona,232,1028224,2005-05-26,Luisa
479,480,2004-06-28,Suelo,Venta,Lleida,58,530816,2004-10-07,Luisa
480,481,2004-06-29,Oficina,Alquiler,Barcelona,257,1166780,2005-01-10,Jesús
481,482,2004-06-29,Industrial,Venta,Tarragona,243,1983123,2005-06-16,María
482,483,2004-06-29,Oficina,Venta,Lleida,134,946710,2005-01-04,Carmen
483,484,2004-06-30,Casa,Venta,Girona,153,1506438,2004-12-03,Luisa
484,485,2004-06-30,Piso,Alquiler,Tarragona,122,1093608,2005-02-27,Luisa
485,486,2004-06-30,Piso,Venta,Girona,283,2199476,2005-06-04,Luisa
486,487,2004-06-30,Casa,Venta,Lleida,261,2475063,2005-01-21,Carmen
487,488,2004-07-01,Piso,Alquiler,Lleida,185,1306840,2005-05-17,Carmen
488,489,2004-07-01,Casa,Venta,Tarragona,60,253920,2005-01-30,Luisa
489,490,2004-07-02,Parking,Alquiler,Barcelona,234,1911312,2005-04-08,Luisa
490,491,2004-07-02,Piso,Alquiler,Girona,62,358670,2005-06-04,Luisa
491,492,2004-07-03,Local,Venta,Lleida,282,1298328,2005-03-10,Jesús
492,493,2004-07-03,Parking,Alquiler,Lleida,299,1948583,2004-12-21,María
493,494,2004-07-03,Piso,Venta,Barcelona,274,1729762,2005-07-03,Luisa
494,495,2004-07-03,Oficina,Venta,Barcelona,268,2578696,2005-06-28,Luisa
495,496,2004-07-03,Piso,Alquiler,Lleida,155,1166065,2004-12-07,Jesús
496,497,2004-07-03,Oficina,Venta,Girona,209,1316073,2005-04-02,Pedro
497,498,2004-07-03,Suelo,Alquiler,Tarragona,110,1004740,2005-07-03,Luisa
498,499,2004-07-04,Casa,Venta,Barcelona,61,531432,2005-05-22,Joaquín
499,500,2004-07-04,Industrial,Alquiler,Lleida,240,2238000,2005-05-06,Pedro
500,501,2004-07-05,Casa,Venta,Lleida,229,965006,2005-02-02,Pedro
501,502,2004-07-05,Piso,Alquiler,Lleida,224,2087904,2005-01-29,Jesús
502,503,2004-07-05,Piso,Venta,Barcelona,72,647352,2005-06-07,María
503,504,2004-07-05,Oficina,Venta,Lleida,186,1216254,2005-04-09,María
504,505,2004-07-05,Industrial,Venta,Tarragona,172,860172,2005-05-16,Luisa
505,506,2004-07-05,Industrial,Alquiler,Tarragona,235,1207195,2004-10-14,Luisa
506,507,2004-07-05,Industrial,Alquiler,Tarragona,159,1032546,2004-11-07,Carmen
507,508,2004-07-05,Local,Venta,Barcelona,271,2297538,2004-11-22,Jesús
508,509,2004-07-06,Parking,Venta,Tarragona,80,428240,2005-02-01,Pedro
509,510,2004-07-06,Industrial,Alquiler,Barcelona,227,1175860,2005-07-05,Joaquín
510,511,2004-07-06,Industrial,Venta,Lleida,40,258560,2005-03-22,Jesús
511,512,2004-07-06,Parking,Alquiler,Tarragona,239,1782940,2004-11-13,Joaquín
512,513,2004-07-06,Casa,Alquiler,Barcelona,191,1841622,2005-01-21,Jesús
513,514,2004-07-07,Casa,Venta,Tarragona,76,741228,2004-12-28,Luisa
514,515,2004-07-08,Oficina,Alquiler,Barcelona,47,262777,2004-12-22,Carmen
515,516,2004-07-08,Oficina,Alquiler,Barcelona,119,720902,2005-06-23,Carmen
516,517,2004-07-08,Industrial,Venta,Girona,174,1313526,2005-01-16,Pedro
517,518,2004-07-08,Casa,Venta,Girona,108,638064,2004-10-24,Luisa
518,519,2004-07-09,Piso,Alquiler,Barcelona,123,682773,2005-01-30,Luisa
519,520,2004-07-09,Suelo,Alquiler,Lleida,42,279342,2005-01-24,María
520,521,2004-07-09,Parking,Venta,Barcelona,105,740355,2004-12-08,Luisa
521,522,2004-07-09,Casa,Venta,Lleida,223,1293400,2005-03-03,Carmen
522,523,2004-07-09,Suelo,Alquiler,Girona,270,1429380,2005-03-25,Carmen
523,524,2004-07-10,Piso,Alquiler,Barcelona,159,1536576,2005-06-24,Pedro
524,525,2004-07-10,Parking,Venta,Lleida,280,1249360,2005-01-09,Pedro
525,526,2004-07-11,Parking,Venta,Girona,162,1594404,2005-03-07,María
526,527,2004-07-11,Industrial,Alquiler,Barcelona,231,935781,2004-11-13,Joaquín
527,528,2004-07-12,Casa,Alquiler,Lleida,231,2273040,2005-02-04,Joaquín
528,529,2004-07-12,Industrial,Alquiler,Lleida,206,1414602,2005-06-14,Carmen
529,530,2004-07-12,Local,Venta,Lleida,86,446856,2005-06-12,María
530,531,2004-07-12,Industrial,Alquiler,Barcelona,112,712768,2005-06-14,Carmen
531,532,2004-07-12,Local,Alquiler,Lleida,182,999726,2005-02-20,Carmen
532,533,2004-07-13,Parking,Venta,Tarragona,72,606024,2005-04-12,Carmen
533,534,2004-07-14,Oficina,Venta,Girona,62,410316,2004-12-27,Luisa
534,535,2004-07-14,Industrial,Alquiler,Lleida,280,1730680,2005-05-07,Carmen
535,536,2004-07-14,Casa,Venta,Girona,197,1292123,2005-06-30,Joaquín
536,537,2004-07-14,Local,Alquiler,Girona,117,1031121,2005-04-30,Luisa
537,538,2004-07-15,Industrial,Alquiler,Girona,279,2161134,2005-03-09,María
538,539,2004-07-16,Parking,Alquiler,Barcelona,111,761793,2005-07-11,María
539,540,2004-07-16,Parking,Alquiler,Tarragona,87,565587,2005-01-25,Joaquín
540,541,2004-07-16,Casa,Alquiler,Girona,62,251596,2005-06-20,Jesús
541,542,2004-07-16,Oficina,Venta,Barcelona,182,1514968,2004-10-24,María
542,543,2004-07-16,Industrial,Venta,Tarragona,101,564186,2005-01-21,Pedro
543,544,2004-07-17,Oficina,Venta,Tarragona,79,694331,2005-03-10,Carmen
544,545,2004-07-18,Local,Venta,Lleida,82,419348,2005-03-12,Jesús
545,546,2004-07-20,Industrial,Venta,Lleida,65,628095,2005-03-08,María
546,547,2004-07-20,Casa,Alquiler,Girona,200,1000000,2004-12-13,Jesús
547,548,2004-07-20,Parking,Venta,Barcelona,286,2330042,2004-10-21,Carmen
548,549,2004-07-20,Local,Venta,Girona,237,1403988,2005-06-27,Carmen
549,550,2004-07-21,Casa,Alquiler,Lleida,275,1711325,2005-04-27,Luisa
550,551,2004-07-21,Piso,Alquiler,Girona,237,2215002,2004-10-31,Pedro
551,552,2004-07-21,Local,Venta,Barcelona,125,804625,2005-06-26,Carmen
552,553,2004-07-21,Oficina,Venta,Barcelona,209,1568754,2004-12-15,Pedro
553,554,2004-07-21,Parking,Venta,Barcelona,141,867009,2004-11-21,Joaquín
554,555,2004-07-22,Piso,Venta,Girona,138,1289748,2004-12-25,Luisa
555,556,2004-07-22,Suelo,Venta,Lleida,57,567492,2005-02-08,Carmen
556,557,2004-07-23,Piso,Alquiler,Girona,198,1916442,2005-04-14,Joaquín
557,558,2004-07-24,Piso,Alquiler,Girona,246,1875012,2005-03-08,Luisa
558,559,2004-07-24,Local,Alquiler,Tarragona,188,1590104,2004-10-26,Pedro
559,560,2004-07-25,Industrial,Alquiler,Tarragona,285,1412175,2004-12-01,Pedro
560,561,2004-07-25,Parking,Alquiler,Lleida,53,280741,2005-07-01,Jesús
561,562,2004-07-25,Piso,Alquiler,Girona,161,960526,2005-06-21,Joaquín
562,563,2004-07-25,Piso,Venta,Barcelona,237,1272216,2005-04-27,Jesús
563,564,2004-07-25,Casa,Alquiler,Lleida,112,513968,2005-04-30,Jesús
564,565,2004-07-25,Suelo,Venta,Barcelona,147,917868,2004-11-15,Joaquín
565,566,2004-07-26,Local,Alquiler,Girona,266,1881950,2005-01-15,María
566,567,2004-07-26,Local,Venta,Barcelona,98,469910,2005-01-08,Joaquín
567,568,2004-07-26,Local,Venta,Lleida,153,639999,2005-05-11,Luisa
568,569,2004-07-26,Local,Alquiler,Tarragona,167,700398,2005-03-07,Luisa
569,570,2004-07-27,Suelo,Alquiler,Lleida,79,659808,2005-01-23,Pedro
570,571,2004-07-27,Industrial,Alquiler,Tarragona,44,322036,2004-12-20,Jesús
571,572,2004-07-28,Local,Alquiler,Tarragona,235,1897155,2005-07-01,Carmen
572,573,2004-07-28,Parking,Venta,Tarragona,243,1038825,2004-12-14,Jesús
573,574,2004-07-28,Local,Alquiler,Lleida,58,251430,2005-05-30,Carmen
574,575,2004-07-28,Parking,Alquiler,Barcelona,280,1877400,2005-04-21,Joaquín
575,576,2004-07-29,Casa,Venta,Barcelona,54,435348,2005-02-20,Pedro
576,577,2004-07-29,Oficina,Venta,Barcelona,154,889658,2005-06-22,Joaquín
577,578,2004-07-29,Oficina,Venta,Girona,221,1571973,2004-12-25,Joaquín
578,579,2004-07-29,Industrial,Venta,Girona,148,811780,2005-04-17,Luisa
579,580,2004-07-30,Parking,Venta,Tarragona,226,1634884,2005-07-20,María
580,581,2004-07-30,Casa,Venta,Tarragona,230,1742020,2004-11-16,Jesús
581,582,2004-07-31,Industrial,Venta,Lleida,290,2584480,2004-11-22,Jesús
582,583,2004-07-31,Local,Venta,Tarragona,297,1767744,2005-03-23,Pedro
583,584,2004-08-01,Casa,Alquiler,Girona,257,1077601,2005-02-07,Luisa
584,585,2004-08-01,Parking,Alquiler,Girona,161,1050203,2005-02-04,Joaquín
585,586,2004-08-01,Oficina,Alquiler,Lleida,77,613921,2005-03-23,María
586,587,2004-08-02,Piso,Alquiler,Barcelona,184,1286344,2005-07-02,Joaquín
587,588,2004-08-02,Local,Alquiler,Tarragona,56,469168,2005-03-08,Pedro
588,589,2004-08-02,Oficina,Venta,Tarragona,138,1372686,2005-06-17,Carmen
589,590,2004-08-03,Suelo,Venta,Tarragona,95,627570,2005-03-16,Carmen
590,591,2004-08-03,Suelo,Alquiler,Girona,46,435712,2005-03-31,Luisa
591,592,2004-08-03,Parking,Alquiler,Girona,145,999630,2005-05-01,Pedro
592,593,2004-08-04,Suelo,Venta,Tarragona,213,1234974,2005-06-23,Carmen
593,594,2004-08-04,Industrial,Alquiler,Tarragona,171,1148436,2005-06-29,Pedro
594,595,2004-08-04,Industrial,Venta,Barcelona,262,1343798,2005-04-15,Jesús
595,596,2004-08-04,Parking,Venta,Lleida,62,358360,2005-07-23,Luisa
596,597,2004-08-05,Casa,Venta,Lleida,71,323760,2005-03-15,María
597,598,2004-08-06,Casa,Venta,Lleida,94,735456,2005-05-02,María
598,599,2004-08-08,Local,Alquiler,Lleida,76,738568,2005-03-22,Joaquín
599,600,2004-08-08,Oficina,Alquiler,Barcelona,289,1275646,2005-01-29,Pedro
600,601,2004-08-08,Casa,Alquiler,Girona,147,919632,2005-06-23,Luisa
601,602,2004-08-09,Industrial,Venta,Girona,227,1218763,2005-07-27,Joaquín
602,603,2004-08-09,Casa,Alquiler,Barcelona,174,1408182,2005-05-23,Jesús
603,604,2004-08-10,Local,Alquiler,Lleida,149,704323,2005-08-03,Luisa
604,605,2004-08-10,Piso,Alquiler,Lleida,212,1817264,2005-06-25,María
605,606,2004-08-10,Parking,Alquiler,Lleida,45,360765,2005-03-05,María
606,607,2004-08-10,Parking,Venta,Barcelona,49,418019,2005-02-22,Pedro
607,608,2004-08-11,Suelo,Venta,Lleida,210,1117620,2005-05-12,Carmen
608,609,2004-08-11,Suelo,Venta,Lleida,287,1790880,2004-11-18,Pedro
609,610,2004-08-11,Local,Venta,Barcelona,127,1058545,2005-01-23,Joaquín
610,611,2004-08-11,Casa,Venta,Barcelona,294,2658936,2005-06-21,Luisa
611,612,2004-08-11,Casa,Alquiler,Girona,92,879244,2005-05-06,Joaquín
612,613,2004-08-11,Industrial,Venta,Barcelona,225,1879200,2004-11-19,Pedro
613,614,2004-08-12,Casa,Alquiler,Barcelona,241,1085705,2005-01-28,Pedro
614,615,2004-08-12,Local,Venta,Lleida,283,1992320,2005-04-07,María
615,616,2004-08-12,Piso,Alquiler,Barcelona,231,1237929,2005-04-13,Luisa
616,617,2004-08-13,Piso,Venta,Lleida,172,1283980,2005-01-27,Carmen
617,618,2004-08-13,Oficina,Alquiler,Lleida,78,391560,2005-01-20,Pedro
618,619,2004-08-13,Suelo,Alquiler,Barcelona,93,705963,2005-03-30,Pedro
619,620,2004-08-14,Suelo,Alquiler,Barcelona,58,406290,2005-07-04,Carmen
620,621,2004-08-14,Industrial,Venta,Tarragona,223,2171128,2005-03-23,Carmen
621,622,2004-08-14,Piso,Venta,Barcelona,123,1116348,2005-06-29,Luisa
622,623,2004-08-15,Local,Venta,Tarragona,72,577656,2005-07-30,María
623,624,2004-08-15,Industrial,Venta,Tarragona,154,1122352,2005-05-11,Jesús
624,625,2004-08-15,Industrial,Alquiler,Girona,222,2171826,2005-01-12,Carmen
625,626,2004-08-16,Piso,Alquiler,Tarragona,263,2061131,2005-07-28,Joaquín
626,627,2004-08-16,Parking,Alquiler,Lleida,86,494758,2005-03-04,María
627,628,2004-08-16,Casa,Alquiler,Tarragona,212,1360828,2005-04-24,Jesús
628,629,2004-08-17,Piso,Venta,Girona,249,1427019,2004-12-04,Jesús
629,630,2004-08-17,Parking,Alquiler,Girona,170,1567060,2005-02-19,María
630,631,2004-08-17,Parking,Alquiler,Barcelona,272,1972816,2005-08-14,Carmen
631,632,2004-08-17,Piso,Venta,Girona,201,1816437,2005-05-10,Pedro
632,633,2004-08-17,Parking,Alquiler,Girona,167,1191044,2005-01-11,Luisa
633,634,2004-08-18,Piso,Alquiler,Tarragona,283,2576432,2005-05-13,María
634,635,2004-08-18,Local,Alquiler,Girona,197,981651,2005-01-17,Jesús
635,636,2004-08-18,Piso,Alquiler,Tarragona,181,1161477,2005-05-07,María
636,637,2004-08-18,Parking,Alquiler,Barcelona,95,938030,2005-06-03,María
637,638,2004-08-18,Casa,Venta,Tarragona,116,915704,2005-01-27,María
638,639,2004-08-19,Piso,Alquiler,Girona,277,2646181,2005-07-04,Carmen
639,640,2004-08-19,Industrial,Alquiler,Tarragona,182,1243060,2005-07-16,María
640,641,2004-08-19,Oficina,Venta,Girona,249,2306238,2005-03-02,María
641,642,2004-08-20,Industrial,Venta,Girona,119,711382,2005-08-01,Luisa
642,643,2004-08-20,Industrial,Alquiler,Lleida,255,2338095,2005-08-10,Carmen
643,644,2004-08-20,Industrial,Alquiler,Tarragona,164,1162104,2005-05-10,Pedro
644,645,2004-08-20,Industrial,Venta,Tarragona,227,1917696,2005-02-22,Joaquín
645,646,2004-08-20,Parking,Alquiler,Lleida,168,1192800,2005-07-14,Joaquín
646,647,2004-08-21,Piso,Venta,Barcelona,67,346256,2005-05-18,Luisa
647,648,2004-08-21,Oficina,Venta,Girona,267,1153173,2005-03-28,Pedro
648,649,2004-08-21,Piso,Alquiler,Lleida,46,386354,2005-05-04,Pedro
649,650,2004-08-22,Parking,Venta,Lleida,80,777360,2005-04-21,Carmen
